E1,E2,Similarity
Ge,Fe,0.009759258101738272
As,Fe,0.004589679869958361
Se,Fe,0.018295514036390025
Br,Fe,0.006687655770073352
Kr,Fe,0.0017267685179266376
Rb,Fe,0.0018131895967976829
Sr,Fe,0.005083157137488313
Y,Fe,0.004942639525850216
Zr,Fe,0.011908931227196242
Nb,Fe,0.004873697159952508
Mo,Fe,0.016812292513033202
Tc,Fe,0.0025047757361666063
Ru,Fe,0.03400726894660011
Rh,Fe,0.00906083602093764
Pd,Fe,0.014332863512438732
Ag,Fe,0.005558201015094741
Cd,Fe,0.011255479945926515
In,Fe,0.008201918602562738
Sn,Fe,0.013587367633212907
Sb,Fe,0.0053673109553772835
Te,Fe,0.010093554508904055
I,Fe,0.005547552886234755
Xe,Fe,0.001863017437452983
Cs,Fe,0.0024472251903949003
Ba,Fe,0.006114299830484979
La,Fe,0.004978711686029351
Ce,Fe,0.004769140842559134
Pr,Fe,0.004675030821909015
Nd,Fe,0.007531224776749531
Pm,Fe,0.001249473308839181
Sm,Fe,0.004934687482808768
Eu,Fe,0.004707833117306646
Gd,Fe,0.0050849612095568535
Tb,Fe,0.0038324589406065162
Dy,Fe,0.004275790343296576
Ho,Fe,0.0036486775051681954
Er,Fe,0.004246709762856372
Tm,Fe,0.003485381663975508
Yb,Fe,0.005330252078808398
Lu,Fe,0.0036227153684506995
Hf,Fe,0.0050227897581673585
Ta,Fe,0.0034234849874190897
W,Fe,0.01566742624630808
Re,Fe,0.006081486159652874
Os,Fe,0.015401024965445136
Ir,Fe,0.005809319237864726
Pt,Fe,0.017378854774583324
Au,Fe,0.00531289937988961
Hg,Fe,0.01041772051059586
Tl,Fe,0.004363480145065769
Pb,Fe,0.009168211957052514
Bi,Fe,0.006379717215044645
Po,Fe,0.0008971085558485905
At,Fe,0.00043749130948000594
Rn,Fe,0.00031327099680860694
Fr,Fe,0.000288102230724611
Ra,Fe,0.0008418331947119029
Ac,Fe,0.00024258733197206716
Th,Fe,0.003092003871019863
Pa,Fe,0.0007588916454526242
U,Fe,0.00647390906986237
Np,Fe,0.001858740747542371
Pu,Fe,0.00213060025458135
Am,Fe,0.002140900289698698
Cm,Fe,0.0015207712139835216
Bk,Fe,0.0009933927961639773
Cf,Fe,0.001076733478735069
Es,Fe,0.0005350120801168136
Fm,Fe,0.00028493036640296854
Md,Fe,0.000330576926863551
No,Fe,0.00029593556407475077
Lr,Fe,0.00016430486092043647
H,Co,0.007181764556827044
He,Co,0.0010618980210438723
Li,Co,0.0056999394036322945
Be,Co,0.006444283736911571
B,Co,0.007988463120669557
C,Co,0.0076634598088129125
N,Co,0.007392604920678239
O,Co,0.007477630687352766
F,Co,0.004221675860031005
Ne,Co,0.0013649230841733659
Na,Co,0.005945666015974346
Mg,Co,0.012942768699108528
Al,Co,0.009082886780606687
Si,Co,0.005940121035664539
P,Co,0.00997700107366553
S,Co,0.010557713887318939
Cl,Co,0.007200109090703115
Ar,Co,0.0022282353201636814
K,Co,0.0052397359972336565
Ca,Co,0.009381292766619297
Sc,Co,0.004580371729599388
Ti,Co,0.007816526421165508
V,Co,0.010860455919978555
Cr,Co,0.019266358900152016
Mn,Co,0.033059596323180444
Fe,Co,0.03466437302725668
Co,Co,0.0
Ni,Co,0.05611581358105439
Cu,Co,0.041552430277312515
Zn,Co,0.037721420708788846
Ga,Co,0.008532106720946056
Ge,Co,0.004700349868857362
As,Co,0.005450076823464477
Se,Co,0.006345077726121095
Br,Co,0.007206233074878901
Kr,Co,0.0016899081411496223
Rb,Co,0.0019584347465698266
Sr,Co,0.007134946350833497
Y,Co,0.0036243988080164025
Zr,Co,0.008232325463479314
Nb,Co,0.0048902045429075345
Mo,Co,0.00811000991397684
Tc,Co,0.002891200567492552
Ru,Co,0.015260069256257674
Rh,Co,0.02089385912110831
Pd,Co,0.015886292058677687
Ag,Co,0.008523892212518647
Cd,Co,0.024072086227798505
In,Co,0.0055640573010761404
Sn,Co,0.008116578000273494
Sb,Co,0.004587318115679742
Te,Co,0.003990487883860819
I,Co,0.007203203491008113
Xe,Co,0.0017522788038194519
Cs,Co,0.0027992859917094254
Ba,Co,0.008326574000209691
La,Co,0.00390006637295049
Ce,Co,0.003532615932986474
Pr,Co,0.00375386986682645
Nd,Co,0.003791534643739676
Pm,Co,0.0009796177040661662
Sm,Co,0.004051784913361679
Eu,Co,0.0038267845248601317
Gd,Co,0.0037122645622349507
Tb,Co,0.0029657914032596507
Dy,Co,0.0029598129355470474
Ho,Co,0.0028891391913290123
Er,Co,0.003236662162478049
Tm,Co,0.00244918491805287
Yb,Co,0.0037330219068403133
Lu,Co,0.002702396437754574
Hf,Co,0.0029587602351165724
Ta,Co,0.004078038679268055
W,Co,0.005987985451364637
Re,Co,0.006913516470281198
Os,Co,0.008533267130355031
Ir,Co,0.012065634269345083
Pt,Co,0.017702041117650016
Au,Co,0.005258611401708349
Hg,Co,0.011673707270933363
Tl,Co,0.004100347799030255
Pb,Co,0.010657685074897665
Bi,Co,0.004680778115669816
Po,Co,0.0009269215421757731
At,Co,0.00075338359114581
Rn,Co,0.00023976423298862964
Fr,Co,0.00033075170256282276
Ra,Co,0.0009664547258955907
Ac,Co,0.0002784989649963156
Th,Co,0.002934817327500717
Pa,Co,0.0006534261375628308
U,Co,0.007508726307603467
Np,Co,0.0018592405618222954
Pu,Co,0.0018241397486762731
Am,Co,0.0016385535880883066
Cm,Co,0.0016787499453034774
Bk,Co,0.0010929318142014785
Cf,Co,0.0010877932418434462
Es,Co,0.0005264683480441187
Fm,Co,0.0003271102884646295
Md,Co,0.0005060189045307752
No,Co,0.000339744650433391
Lr,Co,0.00018862787820871893
H,Ni,0.0035186652136164104
He,Ni,0.0009962774707362343
Li,Ni,0.0027812559951294036
Be,Ni,0.007057483765912844
B,Ni,0.0035143387329895754
C,Ni,0.010386936814465925
N,Ni,0.003403280724571172
O,Ni,0.01054312913038844
F,Ni,0.0014819836311097238
Ne,Ni,0.001408634633657459
Na,Ni,0.002530040601175007
Mg,Ni,0.017128366465402334
Al,Ni,0.009661196339017714
Si,Ni,0.010402660667662555
P,Ni,0.0037336457380125958
S,Ni,0.014993871895706168
Cl,Ni,0.002788684158962491
Ar,Ni,0.0025609119153688223
K,Ni,0.002421213010281424
Ca,Ni,0.010371929200775528
Sc,Ni,0.003453934969893934
Ti,Ni,0.010638302949637406
V,Ni,0.009031116879608465
Cr,Ni,0.011646344668831589
Mn,Ni,0.029484609730604426
Fe,Ni,0.029034039930829234
Co,Ni,0.05611581358105439
Ni,Ni,0.0
Cu,Ni,0.054613706371898746
Zn,Ni,0.04368923698317724
Ga,Ni,0.005621307096641735
Ge,Ni,0.007407504551810433
As,Ni,0.002427812370838162
Se,Ni,0.010059938733441092
Br,Ni,0.0025928307105257827
Kr,Ni,0.0018446442705606042
Rb,Ni,0.0014872638654800103
Sr,Ni,0.0073981211134759245
Y,Ni,0.002702791140309897
Zr,Ni,0.012072523910539942
Nb,Ni,0.0035825004271657916
Mo,Ni,0.009883907218316024
Tc,Ni,0.0025483188237592934
Ru,Ni,0.015377867891527749
Rh,Ni,0.0073397299675458496
Pd,Ni,0.03571339350113363
Ag,Ni,0.006315070876998946
Cd,Ni,0.02657296721654698
In,Ni,0.003984603240468024
Sn,Ni,0.012092178293099892
Sb,Ni,0.003256979073167983
Te,Ni,0.006316020455237138
I,Ni,0.002401074716554778
Xe,Ni,0.0021541180361335896
Cs,Ni,0.001697511664761432
Ba,Ni,0.008858782893543232
La,Ni,0.0032904281797228236
Ce,Ni,0.0032651011594058235
Pr,Ni,0.0024573239314718063
Nd,Ni,0.0029255762458255067
Pm,Ni,0.0009387763175605296
Sm,Ni,0.002531528730224421
Eu,Ni,0.002887264289432308
Gd,Ni,0.004341969466707644
Tb,Ni,0.002186264734975491
Dy,Ni,0.002128205406654877
Ho,Ni,0.0022022621994215214
Er,Ni,0.0023979598502768835
Tm,Ni,0.0020179351997219376
Yb,Ni,0.0030235372257090168
Lu,Ni,0.0018592936409058142
Hf,Ni,0.004413108241399765
Ta,Ni,0.0027854267727096425
W,Ni,0.007421585707779575
Re,Ni,0.002951166841719321
Os,Ni,0.008524734890345506
Ir,Ni,0.00499794991396894
Pt,Ni,0.031336085583514195
Au,Ni,0.010054825774195251
Hg,Ni,0.014881906347991703
Tl,Ni,0.0024334494547203784
Pb,Ni,0.01272511646117701
Bi,Ni,0.003108673770856078
Po,Ni,0.0009566061283099626
At,Ni,0.00043195035481917346
Rn,Ni,0.00037116399423852277
Fr,Ni,0.00034134399862782684
Ra,Ni,0.0009974053589861765
Ac,Ni,0.0002874178714393683
Th,Ni,0.0033461079511764484
Pa,Ni,0.0007867440651742272
U,Ni,0.0084329449425303
Np,Ni,0.00213682606375613
Pu,Ni,0.0020323065799546145
Am,Ni,0.0014728309536337222
Cm,Ni,0.0014899601258103045
Bk,Ni,0.0008827300687619857
Cf,Ni,0.0008164579861274515
Es,Ni,0.0003622189690532433
Fm,Ni,0.0001687929842713515
Md,Ni,0.0002611120591601487
No,Ni,0.00035062494491413756
Lr,Ni,0.0001946686704907202
H,Cu,0.006820166402284553
He,Cu,0.0010709931079293177
Li,Cu,0.007560292639630114
Be,Cu,0.006712921241215216
B,Cu,0.00569511746776883
C,Cu,0.011795028204383388
N,Cu,0.006644356049927331
O,Cu,0.01175711969715225
F,Cu,0.0037167875775805095
Ne,Cu,0.0013942173148198465
Na,Cu,0.0067518789002162976
Mg,Cu,0.012782186275821932
Al,Cu,0.007857638152966475
Si,Cu,0.0078885494451191
P,Cu,0.0069098075500613225
S,Cu,0.01719364665807174
Cl,Cu,0.006678193326467903
Ar,Cu,0.0023206021837224697
K,Cu,0.007217958868451842
Ca,Cu,0.011003498627740593
Sc,Cu,0.002732793041264032
Ti,Cu,0.007411074903922144
V,Cu,0.009114674330029207
Cr,Cu,0.010199267170918009
Mn,Cu,0.02391520043108584
Fe,Cu,0.018649968058056545
Co,Cu,0.041552430277312515
Ni,Cu,0.054613706371898746
Cu,Cu,0.0
Zn,Cu,0.0417910114446282
Ga,Cu,0.0047637270188542165
Ge,Cu,0.006034585350701476
As,Cu,0.004071688676088704
Se,Cu,0.009649750904289833
Br,Cu,0.006323426851352274
Kr,Cu,0.0018183875847187102
Rb,Cu,0.004717383651770971
Sr,Cu,0.008039386802055064
Y,Cu,0.003586741803091024
Zr,Cu,0.00649675738967945
Nb,Cu,0.002892573832673029
Mo,Cu,0.009331994198128132
Tc,Cu,0.002336882625479289
Ru,Cu,0.009749015722791394
Rh,Cu,0.007325257665393506
Pd,Cu,0.022205952265678317
Ag,Cu,0.02460045291386205
Cd,Cu,0.02559929521595852
In,Cu,0.004688157741858597
Sn,Cu,0.010464555649000756
Sb,Cu,0.003228672505707316
Te,Cu,0.005274802835593278
I,Cu,0.006511638479183953
Xe,Cu,0.002063341421450733
Cs,Cu,0.004888516596235507
Ba,Cu,0.009929252019445473
La,Cu,0.002529319100788148
Ce,Cu,0.0029888881450121974
Pr,Cu,0.002289570323885065
Nd,Cu,0.0023245498977156067
Pm,Cu,0.0007087883947683132
Sm,Cu,0.002084701219183443
Eu,Cu,0.0028166168644703335
Gd,Cu,0.0023383616853008896
Tb,Cu,0.0017685626373268504
Dy,Cu,0.0017475511904254983
Ho,Cu,0.0016011539135100388
Er,Cu,0.0020292019894670352
Tm,Cu,0.0014682194043719806
Yb,Cu,0.002378073338159658
Lu,Cu,0.0015531304793235815
Hf,Cu,0.002791854069344706
Ta,Cu,0.0024232035098764207
W,Cu,0.006816500222423996
Re,Cu,0.0038845460793649348
Os,Cu,0.005507318183637247
Ir,Cu,0.004892224299336168
Pt,Cu,0.018617215496109594
Au,Cu,0.013298098934323467
Hg,Cu,0.015509197346417461
Tl,Cu,0.0062852122348788265
Pb,Cu,0.012818254549038868
Bi,Cu,0.0030160570558880103
Po,Cu,0.0009438930335957266
At,Cu,0.000888311004189907
Rn,Cu,0.0003469559709210569
Fr,Cu,0.0001595404461375172
Ra,Cu,0.0009323526799491408
Ac,Cu,0.00026867192991038123
Th,Cu,0.0028447423913520267
Pa,Cu,0.0007354311173391625
U,Cu,0.008481117279713903
Np,Cu,0.0015694314382072578
Pu,Cu,0.001439814823789114
Am,Cu,0.0009943339690041855
Cm,Cu,0.0010688792751794083
Bk,Cu,0.0007793146901796349
Cf,Cu,0.0007155065997366581
Es,Cu,0.00042324294666473575
Fm,Cu,0.00015778398403831805
Md,Cu,0.00036612274928890374
No,Cu,0.0003277565175507011
Lr,Cu,0.00018197200867122547
H,Zn,0.003482948014245798
He,Zn,0.0010625905917786432
Li,Zn,0.002730118620709186
Be,Zn,0.010103391401907191
B,Zn,0.002782175644925819
C,Zn,0.009458507871590787
N,Zn,0.0033637889375099095
O,Zn,0.009626652818857924
F,Zn,0.0013878211114443863
Ne,Zn,0.0015220337622241459
Na,Zn,0.002683795652470087
Mg,Zn,0.027734716754824945
Al,Zn,0.004379464454242358
Si,Zn,0.008987191856143642
P,Zn,0.0032108287795319895
S,Zn,0.013651864344471947
Cl,Zn,0.0026644405058730163
Ar,Zn,0.0017651701234690492
K,Zn,0.002482494031998358
Ca,Zn,0.014241036971725157
Sc,Zn,0.0023050143194275475
Ti,Zn,0.007635484148998458
V,Zn,0.007769592161637474
Cr,Zn,0.008553696283782528
Mn,Zn,0.02617971096658417
Fe,Zn,0.01816992881942229
Co,Zn,0.037721420708788846
Ni,Zn,0.04368923698317724
Cu,Zn,0.0417910114446282
Zn,Zn,0.0
Ga,Zn,0.004035877580381501
Ge,Zn,0.007737134834106037
As,Zn,0.0021025121799236953
Se,Zn,0.010661549321963518
Br,Zn,0.0025104295568069575
Kr,Zn,0.0014308548697255375
Rb,Zn,0.0015817382287615285
Sr,Zn,0.009739893561769934
Y,Zn,0.0018684110537736537
Zr,Zn,0.006210204096270692
Nb,Zn,0.0019317595291327772
Mo,Zn,0.008099549051977954
Tc,Zn,0.0019878021772735126
Ru,Zn,0.009872437452930592
Rh,Zn,0.00333962344381271
Pd,Zn,0.019070479987179718
Ag,Zn,0.005343481643822336
Cd,Zn,0.046406131333977446
In,Zn,0.003446096362974371
Sn,Zn,0.013086638929564577
Sb,Zn,0.0024175480928810456
Te,Zn,0.008493849521498288
I,Zn,0.0023534072688711424
Xe,Zn,0.001670334668244423
Cs,Zn,0.0015993370872152363
Ba,Zn,0.011744453123664232
La,Zn,0.0021406619301181486
Ce,Zn,0.0024459203487578805
Pr,Zn,0.0016979316861865422
Nd,Zn,0.0017941755025611436
Pm,Zn,0.0005562567279615694
Sm,Zn,0.002133951926540841
Eu,Zn,0.0033004023260907365
Gd,Zn,0.0021454535515620654
Tb,Zn,0.0015744527648099554
Dy,Zn,0.0014341167601702115
Ho,Zn,0.0013532450379705582
Er,Zn,0.001575423362947643
Tm,Zn,0.0012943088850294322
Yb,Zn,0.002889593702791886
Lu,Zn,0.001289216832491736
Hf,Zn,0.003645034331129377
Ta,Zn,0.0014215637403073597
W,Zn,0.006144699887722666
Re,Zn,0.0025708314463659633
Os,Zn,0.006261810524912315
Ir,Zn,0.0021491697718416967
Pt,Zn,0.0159420720935689
Au,Zn,0.0035449280902824097
Hg,Zn,0.024495363579206834
Tl,Zn,0.0024668669902771453
Pb,Zn,0.01696395023275531
Bi,Zn,0.002405870209294353
Po,Zn,0.0009447024900536287
At,Zn,0.0005118903971457718
Rn,Zn,0.00043985444692250735
Fr,Zn,0.00020225786721956885
Ra,Zn,0.0011819928369788946
Ac,Zn,0.00034060962496368797
Th,Zn,0.003127852033770742
Pa,Zn,0.0006659606785842434
U,Zn,0.0077393344171049865
Np,Zn,0.001498698378886455
Pu,Zn,0.0014957560804206651
Am,Zn,0.001131280587466956
Cm,Zn,0.0012729490802840867
Bk,Zn,0.0009298620967891326
Cf,Zn,0.0008466132122480975
Es,Zn,0.0005365674835480145
Fm,Zn,0.00020003110725595554
Md,Zn,0.0004641531862579194
No,Zn,0.0004155142837570958
Lr,Zn,0.00023069554623019126
H,Ga,0.002474070923241357
He,Ga,0.0016756668826073274
Li,Ga,0.005226383627859371
Be,Ga,0.002640296687249125
B,Ga,0.010646823366896777
C,Ga,0.0018180227383111829
N,Ga,0.0031922908832119627
O,Ga,0.0017208881346714524
F,Ga,0.0018452066714781197
Ne,Ga,0.0020033861681305293
Na,Ga,0.002835368763764516
Mg,Ga,0.004519194799432939
Al,Ga,0.04228849058348615
Si,Ga,0.00389379839090606
P,Ga,0.006833911769308844
S,Ga,0.0020621440870412736
Cl,Ga,0.003451076425059502
Ar,Ga,0.002801922580366031
K,Ga,0.0030931497277886253
Ca,Ga,0.002683515292048309
Sc,Ga,0.009368190769279363
Ti,Ga,0.0050174841214498745
V,Ga,0.006285567811449818
Cr,Ga,0.008691926954447066
Mn,Ga,0.007735664624238734
Fe,Ga,0.014129645210565513
Co,Ga,0.008532106720946056
Ni,Ga,0.005621307096641735
Cu,Ga,0.0047637270188542165
Zn,Ga,0.004035877580381501
Ga,Ga,0.0
Ge,Ga,0.007607208568990409
As,Ga,0.008995963782188802
Se,Ga,0.002688899427729712
Br,Ga,0.003888263479580965
Kr,Ga,0.0023269190098860293
Rb,Ga,0.0023518099682602227
Sr,Ga,0.002503203039472023
Y,Ga,0.006832379238301565
Zr,Ga,0.0027681281151947473
Nb,Ga,0.004220953162654743
Mo,Ga,0.0027113924924777985
Tc,Ga,0.0016954464198379565
Ru,Ga,0.0028523965883415978
Rh,Ga,0.005596968298841959
Pd,Ga,0.0037591820402405537
Ag,Ga,0.005179011520839574
Cd,Ga,0.0034604133386539697
In,Ga,0.042447410436233415
Sn,Ga,0.0055330183274493825
Sb,Ga,0.013635852290540476
Te,Ga,0.0033578736153784395
I,Ga,0.005112702511124304
Xe,Ga,0.002404198510084013
Cs,Ga,0.00261569009923346
Ba,Ga,0.002478839320128741
La,Ga,0.006697214604694417
Ce,Ga,0.005833115422869471
Pr,Ga,0.00523361550834924
Nd,Ga,0.005474176774021951
Pm,Ga,0.0022773376273732544
Sm,Ga,0.00551239356477681
Eu,Ga,0.004647765255079671
Gd,Ga,0.0057014263498671985
Tb,Ga,0.00475553159639717
Dy,Ga,0.005123580960652928
Ho,Ga,0.005087347479815887
Er,Ga,0.005766762123478955
Tm,Ga,0.005270355597313994
Yb,Ga,0.005844076282374142
Lu,Ga,0.005717948223305211
Hf,Ga,0.0020618138650811604
Ta,Ga,0.0038043334426533827
W,Ga,0.0018807999239712101
Re,Ga,0.00244332407263888
Os,Ga,0.0019255564443854598
Ir,Ga,0.004128040441947462
Pt,Ga,0.0034631729585514514
Au,Ga,0.009553520793316636
Hg,Ga,0.0024575773928015143
Tl,Ga,0.011280093960356488
Pb,Ga,0.004321055599149114
Bi,Ga,0.01263315856429821
Po,Ga,0.00201117818076783
At,Ga,0.000726509356842218
Rn,Ga,0.0007803388506594196
Fr,Ga,0.0003588224985497304
Ra,Ga,0.0006989849622218899
Ac,Ga,0.0009064052613108855
Th,Ga,0.002516792698649792
Pa,Ga,0.0010633233214580092
U,Ga,0.002653897069534317
Np,Ga,0.00220040044418527
Pu,Ga,0.0030134071238262783
Am,Ga,0.003727261725671478
Cm,Ga,0.003278204892866076
Bk,Ga,0.002062067136518077
Cf,Ga,0.002252944760321421
Es,Ga,0.0013326822972454288
Fm,Ga,0.0007097440774981793
Md,Ga,0.0008234468616347156
No,Ga,0.0003685786751596811
Lr,Ga,0.0004092733372529257
H,Ge,0.002387653027587416
He,Ge,0.0014016730037120153
Li,Ge,0.002624042021437777
Be,Ge,0.004672911829729565
B,Ge,0.004210360563464478
C,Ge,0.007703160264821199
N,Ge,0.0034713660489625302
O,Ge,0.006313929672517154
F,Ge,0.0009719981716492642
Ne,Ge,0.0016191360542946402
Na,Ge,0.001579744808622172
Mg,Ge,0.009632627328889672
Al,Ge,0.006739823723589339
Si,Ge,0.03210285331955868
P,Ge,0.005177983873736714
S,Ge,0.009131508104568071
Cl,Ge,0.0018237342921236122
Ar,Ge,0.0018791017054898395
K,Ge,0.0019571928630309128
Ca,Ge,0.0036950201800991997
Sc,Ge,0.0027088674879835405
Ti,Ge,0.014678978027540234
V,Ge,0.005206888328767654
Cr,Ge,0.005773021309124854
Mn,Ge,0.004975157290987178
Fe,Ge,0.009759258101738272
Co,Ge,0.004700349868857362
Ni,Ge,0.007407504551810433
Cu,Ge,0.006034585350701476
Zn,Ge,0.007737134834106037
Ga,Ge,0.007607208568990409
Ge,Ge,0.0
As,Ge,0.007453091719019783
Se,Ge,0.0177824720603903
Br,Ge,0.0020832881979815196
Kr,Ge,0.0017825952491803741
Rb,Ge,0.0014506041471924198
Sr,Ge,0.002782826136127822
Y,Ge,0.0017730305218332985
Zr,Ge,0.012236706237657198
Nb,Ge,0.0033688090635408427
Mo,Ge,0.006146061647811709
Tc,Ge,0.0018153194532635826
Ru,Ge,0.006957712042292013
Rh,Ge,0.002834575765285202
Pd,Ge,0.00572333303705785
Ag,Ge,0.0036395543942873455
Cd,Ge,0.004729882606771069
In,Ge,0.0063727195071973134
Sn,Ge,0.04326859527917604
Sb,Ge,0.007719603229924475
Te,Ge,0.01743581228008001
I,Ge,0.002111954309643047
Xe,Ge,0.0022449265068817566
Cs,Ge,0.0014009728109303128
Ba,Ge,0.003403970272722447
La,Ge,0.0019918686987310005
Ce,Ge,0.003451228655529117
Pr,Ge,0.0017392528548305598
Nd,Ge,0.0016921428962360016
Pm,Ge,0.0006208766858775182
Sm,Ge,0.002025796982848827
Eu,Ge,0.001869338510421283
Gd,Ge,0.001655777318901168
Tb,Ge,0.0015116495943301549
Dy,Ge,0.0012916131152063885
Ho,Ge,0.0012892229651592561
Er,Ge,0.0013942055347568396
Tm,Ge,0.0012195248081480982
Yb,Ge,0.0027190052326665727
Lu,Ge,0.001066751139210799
Hf,Ge,0.00829239987344105
Ta,Ge,0.0027174476291013504
W,Ge,0.005869838998302346
Re,Ge,0.0018387390555632873
Os,Ge,0.00516250733998462
Ir,Ge,0.0030135715948710973
Pt,Ge,0.008161760710812382
Au,Ge,0.004307290791008787
Hg,Ge,0.00865519122472344
Tl,Ge,0.003254066891588002
Pb,Ge,0.018511789763427978
Bi,Ge,0.004278700242486771
Po,Ge,0.0017446320171945885
At,Ge,0.0005401914574362195
Rn,Ge,0.0005802160385986109
Fr,Ge,0.0002668002092842706
Ra,Ge,0.0007795888007068991
Ac,Ge,0.0002246506414652744
Th,Ge,0.0047121829014771435
Pa,Ge,0.0014055597509370378
U,Ge,0.00567320430642824
Np,Ge,0.0027949937361108194
Pu,Ge,0.0025081342068321013
Am,Ge,0.0017054658372197581
Cm,Ge,0.0014083267496534436
Bk,Ge,0.001149927775860307
Cf,Ge,0.0008774662755567277
Es,Ge,0.00042467465579572
Fm,Ge,0.00026386286977562784
Md,Ge,0.00040817915247152883
No,Ge,0.00027405435296776214
Lr,Ge,0.00030431261271210083
H,As,0.005957465725275268
He,As,0.0005607945717189573
Li,As,0.012032499031802944
Be,As,0.0012445446917288177
B,As,0.016701078015431654
C,As,0.003480757706366557
N,As,0.008283095109371594
O,As,0.0031410721305260543
F,As,0.0061163552972508025
Ne,As,0.0008745289774573884
Na,As,0.011033972479731995
Mg,As,0.0022076267472571198
Al,As,0.011218124769707868
Si,As,0.0032066391314535085
P,As,0.04026767573836003
S,As,0.00464886870507128
Cl,As,0.009268561987480821
Ar,As,0.0015077034275884041
K,As,0.010845425355867218
Ca,As,0.0015433854637107204
Sc,As,0.0030523045174818586
Ti,As,0.0031632365259411464
V,As,0.00914755166153136
Cr,As,0.004649840880112617
Mn,As,0.0055308123595485675
Fe,As,0.004589679869958361
Co,As,0.005450076823464477
Ni,As,0.002427812370838162
Cu,As,0.004071688676088704
Zn,As,0.0021025121799236953
Ga,As,0.008995963782188802
Ge,As,0.007453091719019783
As,As,0.0
Se,As,0.005707890112012232
Br,As,0.011854008942469369
Kr,As,0.0015574975708098774
Rb,As,0.002397013408362593
Sr,As,0.0015616229978171086
Y,As,0.002773337946202416
Zr,As,0.002276843564936491
Nb,As,0.0071020006599086865
Mo,As,0.002821452678561232
Tc,As,0.002156173881137354
Ru,As,0.002389959088462127
Rh,As,0.0058916377827871545
Pd,As,0.001697414266777568
Ag,As,0.006924383788750759
Cd,As,0.0017741025927502782
In,As,0.008171279145162299
Sn,As,0.0033068828862878145
Sb,As,0.04101213806399166
Te,As,0.004857320710660268
I,As,0.014418084110690555
Xe,As,0.0018337666008771277
Cs,As,0.004836909833604736
Ba,As,0.0017339217615889818
La,As,0.002921670025655005
Ce,As,0.002963958945743132
Pr,As,0.002748383682176588
Nd,As,0.002778936955441258
Pm,As,0.0010670175735532153
Sm,As,0.002852064634736523
Eu,As,0.002136688853692139
Gd,As,0.0025582194291048576
Tb,As,0.0021535962676295576
Dy,As,0.0022197224078549242
Ho,As,0.0021170657159494057
Er,As,0.0025811725698761142
Tm,As,0.0018004211157597793
Yb,As,0.00288228167910042
Lu,As,0.0022545955710010107
Hf,As,0.0014584644328142792
Ta,As,0.00675222151952427
W,As,0.0017889527583948427
Re,As,0.007195812868149656
Os,As,0.001449956210691823
Ir,As,0.004410845847991421
Pt,As,0.0018300289083374207
Au,As,0.0055376534715136354
Hg,As,0.002042924653136282
Tl,As,0.009131761547989753
Pb,As,0.0027001873630456536
Bi,As,0.015916922969375
Po,As,0.0009722266159707826
At,As,0.0008509917916690575
Rn,As,0.0005223112016993431
Fr,As,0.00024017388120032098
Ra,As,0.00023392893694794935
Ac,As,0.00020223078767291538
Th,As,0.0015425137912060823
Pa,As,0.0013443670561346331
U,As,0.0031579675166407964
Np,As,0.0020251189261819916
Pu,As,0.0017159474116157228
Am,As,0.0016504071595908444
Cm,As,0.0013165381697163698
Bk,As,0.0011731886073299241
Cf,As,0.0010053224819203657
Es,As,0.0006371544248002812
Fm,As,0.00023752968451064705
Md,As,0.00036744338221148583
No,As,0.00024670407039291116
Lr,As,0.0002739425935584689
H,Se,0.006751644986577484
He,Se,0.0010259655275962117
Li,Se,0.004732849933169654
Be,Se,0.003444293096157549
B,Se,0.0037592943865893103
C,Se,0.015481564115366062
N,Se,0.007381720886762133
O,Se,0.018121659473730366
F,Se,0.0033307525048462197
Ne,Se,0.001473882341650964
Na,Se,0.003059410245949005
Mg,Se,0.010146478844090562
Al,Se,0.0028281621912743513
Si,Se,0.022030752537227694
P,Se,0.005279235644456689
S,Se,0.04037313181005444
Cl,Se,0.005898773909980948
Ar,Se,0.0025197970541821855
K,Se,0.0031925258631611804
Ca,Se,0.003788405505529538
Sc,Se,0.0016884870767200973
Ti,Se,0.010300191123679572
V,Se,0.006149443591133093
Cr,Se,0.01126209540316906
Mn,Se,0.005664264571201617
Fe,Se,0.018295514036390025
Co,Se,0.006345077726121095
Ni,Se,0.010059938733441092
Cu,Se,0.009649750904289833
Zn,Se,0.010661549321963518
Ga,Se,0.002688899427729712
Ge,Se,0.0177824720603903
As,Se,0.005707890112012232
Se,Se,0.0
Br,Se,0.006187218186052739
Kr,Se,0.0017583192827087316
Rb,Se,0.0016303562245902085
Sr,Se,0.0019695754615488554
Y,Se,0.0011672521471287303
Zr,Se,0.00903920001964641
Nb,Se,0.0024399608562259384
Mo,Se,0.01210287256245971
Tc,Se,0.0018270137661031134
Ru,Se,0.0095443407602524
Rh,Se,0.002649051404546651
Pd,Se,0.009729129818213009
Ag,Se,0.004422534488721946
Cd,Se,0.005979947036939057
In,Se,0.0035407786946586176
Sn,Se,0.018439899026373146
Sb,Se,0.00406988582861157
Te,Se,0.04450458738341405
I,Se,0.005474611909767097
Xe,Se,0.0018672631026930202
Cs,Se,0.0015990486602569785
Ba,Se,0.0032318496063393196
La,Se,0.0012419981131216746
Ce,Se,0.001860959718913493
Pr,Se,0.001176477054155881
Nd,Se,0.0010476172349402231
Pm,Se,0.0004732347055354904
